學校名稱,科系名稱,學生數,教師數,縣市名稱
輔仁大學,醫學資訊與創新應用學士學位學程,132,0,01 新北市
東吳大學,資訊管理學系,30,0,30 臺北市
東吳大學,資訊管理學系,464,17,30 臺北市
東吳大學,資訊管理學系,53,0,30 臺北市
中原大學,資訊管理學系,47,0,03 桃園市
中原大學,資訊管理學系,468,16,03 桃園市
中原大學,資訊管理學系,38,0,03 桃園市
中原大學,資訊工程學系,67,0,03 桃園市
中原大學,資訊工程學系,483,16,03 桃園市
中原大學,資訊工程學系,13,0,03 桃園市
中原大學,電機資訊學院學士班,177,0,03 桃園市
淡江大學,資訊傳播學系,7,0,01 新北市
淡江大學,資訊傳播學系,446,9,01 新北市
淡江大學,資訊與圖書館學系,25,0,01 新北市
淡江大學,資訊與圖書館學系,472,10,01 新北市
淡江大學,資訊工程學系,23,0,01 新北市
淡江大學,資訊工程學系,104,0,01 新北市
淡江大學,資訊工程學系,721,25,01 新北市
淡江大學,資訊工程學系,34,0,01 新北市
淡江大學,資訊工程學系,130,0,01 新北市
淡江大學,資訊管理學系,40,0,01 新北市
淡江大學,資訊管理學系,698,20,01 新北市
淡江大學,資訊管理學系,20,0,01 新北市
淡江大學,資訊創新與科技學系,255,8,01 新北市
中國文化大學,資訊傳播學系,14,0,30 臺北市
中國文化大學,資訊傳播學系,507,11,30 臺北市
中國文化大學,資訊工程學系,9,0,30 臺北市
中國文化大學,資訊工程學系,437,11,30 臺北市
中國文化大學,資訊管理學系,677,20,30 臺北市
中國文化大學,資訊管理學系,15,0,30 臺北市
中國文化大學,資訊管理學系,51,0,30 臺北市
中國文化大學,資訊管理學系,48,0,30 臺北市
中國文化大學,資訊管理學系,11,0,30 臺北市
逢甲大學,資訊工程學系,26,0,19 臺中市
逢甲大學,資訊工程學系,104,0,19 臺中市
逢甲大學,資訊工程學系,989,31,19 臺中市
逢甲大學,資訊工程學系,3,0,19 臺中市
逢甲大學,資訊電機工程碩士在職專班,80,0,19 臺中市
逢甲大學,資訊電機學院學士班,105,0,19 臺中市
逢甲大學,美國普渡大學電機資訊雙學士學位學程,63,0,19 臺中市
逢甲大學,生醫資訊暨生醫工程碩士學位學程,11,0,19 臺中市
逢甲大學,都市計畫與空間資訊學系,27,0,19 臺中市
逢甲大學,都市計畫與空間資訊學系,407,14,19 臺中市
逢甲大學,都市計畫與空間資訊學系,9,0,19 臺中市
靜宜大學,資訊管理學系,20,0,06 臺中市
靜宜大學,資訊管理學系,449,14,06 臺中市
靜宜大學,資訊傳播工程學系,7,0,06 臺中市
靜宜大學,資訊傳播工程學系,478,13,06 臺中市
靜宜大學,資訊學院資訊應用與科技管理碩士在職專班,9,0,06 臺中市
靜宜大學,資訊學院,0,5,06 臺中市
靜宜大學,資訊工程學系,5,0,06 臺中市
靜宜大學,資訊工程學系,459,15,06 臺中市
長庚大學,資訊管理學系,45,0,03 桃園市
長庚大學,資訊管理學系,355,17,03 桃園市
長庚大學,資訊工程學系,6,0,03 桃園市
長庚大學,資訊工程學系,43,0,03 桃園市
長庚大學,資訊工程學系,224,18,03 桃園市
元智大學,資訊社會學碩士學位學程,0,0,03 桃園市
元智大學,生物與醫學資訊碩士學位學程,2,0,03 桃園市
元智大學,資訊管理學系,20,0,03 桃園市
元智大學,資訊管理學系,45,0,03 桃園市
元智大學,資訊管理學系,448,22,03 桃園市
元智大學,資訊管理學系,71,0,03 桃園市
元智大學,資訊工程學系,29,0,03 桃園市
元智大學,資訊工程學系,103,0,03 桃園市
元智大學,資訊工程學系,627,22,03 桃園市
元智大學,資訊工程學系,56,0,03 桃園市
元智大學,資訊學院英語學士班,78,0,03 桃園市
元智大學,資訊傳播學系,26,0,03 桃園市
元智大學,資訊傳播學系,500,12,03 桃園市
中華大學,生物資訊學系,0,0,18 新竹市
中華大學,生物資訊學系,122,4,18 新竹市
中華大學,資訊管理學系,32,0,18 新竹市
中華大學,資訊管理學系,286,12,18 新竹市
中華大學,資訊管理學系,24,0,18 新竹市
中華大學,資訊管理學系,15,0,18 新竹市
中華大學,資訊工程學系,49,0,18 新竹市
中華大學,資訊工程學系,370,15,18 新竹市
中華大學,資訊工程學系,7,0,18 新竹市
大葉大學,會計資訊學系,140,7,07 彰化縣
大葉大學,會計資訊學系,39,0,07 彰化縣
大葉大學,資訊管理學系,30,0,07 彰化縣
大葉大學,資訊管理學系,142,8,07 彰化縣
大葉大學,資訊管理學系,26,0,07 彰化縣
大葉大學,資訊管理學系,55,0,07 彰化縣
大葉大學,資訊工程學系,15,0,07 彰化縣
大葉大學,資訊工程學系,146,9,07 彰化縣
華梵大學,資訊管理學系,4,0,01 新北市
華梵大學,資訊管理學系,48,0,01 新北市
華梵大學,資訊管理學系,9,0,01 新北市
華梵大學,工業工程與經營資訊學系,7,0,01 新北市
華梵大學,工業工程與經營資訊學系,46,0,01 新北市
華梵大學,工業工程與經營資訊學系,0,0,01 新北市
義守大學,資訊管理學系,4,0,12 高雄市
義守大學,資訊管理學系,335,18,12 高雄市
義守大學,資訊管理學系,67,0,12 高雄市
義守大學,資訊管理學系,280,0,12 高雄市
義守大學,資訊工程學系,44,0,12 高雄市
義守大學,資訊工程學系,20,0,12 高雄市
義守大學,資訊工程學系,407,16,12 高雄市
義守大學,資訊工程學系,20,0,12 高雄市
義守大學,資訊工程學系,8,0,12 高雄市
義守大學,電機資訊學院進修學士班,79,0,12 高雄市
世新大學,資訊傳播學系,15,0,30 臺北市
世新大學,資訊傳播學系,243,9,30 臺北市
世新大學,資訊傳播學系,28,0,30 臺北市
世新大學,資訊管理學系,32,0,30 臺北市
世新大學,資訊管理學系,744,26,30 臺北市
世新大學,資訊管理學系,53,0,30 臺北市
世新大學,創新科技暨資訊應用產業碩士專班,0,0,30 臺北市
銘傳大學,醫療資訊與管理學系健康產業管理碩士班,15,0,30 臺北市
銘傳大學,醫療資訊與管理學系,416,10,30 臺北市
銘傳大學,資訊管理學系,18,0,30 臺北市
銘傳大學,資訊管理學系,643,21,30 臺北市
銘傳大學,資訊管理學系,24,0,30 臺北市
銘傳大學,資訊傳播工程學系,17,0,30 臺北市
銘傳大學,資訊傳播工程學系,410,14,30 臺北市
銘傳大學,資訊科技應用學士學位學程,60,3,30 臺北市
銘傳大學,資訊工程學系,25,0,30 臺北市
銘傳大學,資訊工程學系,421,18,30 臺北市
實踐大學,資訊模擬與設計學系,359,9,30 臺北市
實踐大學,資訊科技與管理學系,12,0,30 臺北市
實踐大學,資訊科技與管理學系,422,11,30 臺北市
實踐大學,資訊科技與管理學系,9,0,30 臺北市
實踐大學,資訊管理學系,190,7,30 臺北市
實踐大學,資訊科技與通訊學系,246,7,30 臺北市
朝陽科技大學,資訊與通訊系,445,15,06 臺中市
朝陽科技大學,資訊與通訊系,8,0,06 臺中市
朝陽科技大學,資訊管理系,22,0,06 臺中市
朝陽科技大學,資訊管理系,64,0,06 臺中市
朝陽科技大學,資訊管理系,720,26,06 臺中市
朝陽科技大學,資訊管理系(陸生二技),0,0,06 臺中市
朝陽科技大學,資訊管理系,11,0,06 臺中市
朝陽科技大學,資訊管理系,127,1,06 臺中市
朝陽科技大學,資訊與通訊系,59,0,06 臺中市
朝陽科技大學,資訊工程系,32,0,06 臺中市
朝陽科技大學,資訊工程系,480,16,06 臺中市
朝陽科技大學,資訊工程系(陸生二技),1,0,06 臺中市
朝陽科技大學,資訊工程系,11,0,06 臺中市
朝陽科技大學,資訊工程系,135,0,06 臺中市
高雄醫學大學,醫務管理暨醫療資訊學系,26,0,50 高雄市
高雄醫學大學,醫務管理暨醫療資訊學系,225,9,50 高雄市
高雄醫學大學,醫務管理暨醫療資訊學系,55,0,50 高雄市
南華大學,科技學院資訊科技進修學士班,134,0,10 嘉義縣
南華大學,資訊管理學系,18,0,10 嘉義縣
南華大學,資訊管理學系,200,14,10 嘉義縣
南華大學,資訊管理學系,48,0,10 嘉義縣
南華大學,資訊工程學系,262,11,10 嘉義縣
真理大學,宗教文化與資訊管理學系,27,0,01 新北市
真理大學,宗教文化與資訊管理學系,81,9,01 新北市
真理大學,宗教文化與資訊管理學系,11,0,01 新北市
真理大學,人文與資訊學系,139,7,01 新北市
真理大學,運動資訊傳播學系,268,7,01 新北市
真理大學,會計資訊學系,238,9,01 新北市
真理大學,工業管理與經營資訊學系,205,9,01 新北市
真理大學,統計資訊與精算學系,12,0,01 新北市
真理大學,統計資訊與精算學系,156,10,01 新北市
真理大學,資訊工程學系,284,11,01 新北市
真理大學,資訊工程學系,12,0,01 新北市
真理大學,資訊管理學系,270,12,01 新北市
真理大學,資訊管理學系,0,0,01 新北市
大同大學,資訊經營學系,13,0,30 臺北市
大同大學,資訊經營學系,217,8,30 臺北市
大同大學,資訊經營學系,22,0,30 臺北市
大同大學,資訊工程學系,6,0,30 臺北市
大同大學,資訊工程學系,26,0,30 臺北市
大同大學,資訊工程學系,445,13,30 臺北市
大同大學,資訊工程學系,15,0,30 臺北市
南臺科技大學,資訊傳播系,20,0,11 臺南市
南臺科技大學,資訊傳播系,434,12,11 臺南市
南臺科技大學,資訊傳播系,0,0,11 臺南市
南臺科技大學,資訊傳播系,119,0,11 臺南市
南臺科技大學,會計資訊系,24,0,11 臺南市
南臺科技大學,會計資訊系,359,10,11 臺南市
南臺科技大學,工業管理與資訊系工業管理碩士班,13,0,11 臺南市
南臺科技大學,工業管理與資訊系,669,22,11 臺南市
南臺科技大學,工業管理與資訊系工業管理碩士在職專班,18,0,11 臺南市
南臺科技大學,工業管理與資訊系,13,0,11 臺南市
南臺科技大學,資訊管理系,22,0,11 臺南市
南臺科技大學,資訊管理系,631,21,11 臺南市
南臺科技大學,資訊管理系,0,0,11 臺南市
南臺科技大學,資訊管理科,12,0,11 臺南市
南臺科技大學,資訊管理系,24,0,11 臺南市
南臺科技大學,資訊管理系,150,0,11 臺南市
南臺科技大學,資訊工程系,27,0,11 臺南市
南臺科技大學,資訊工程系,473,17,11 臺南市
南臺科技大學,資訊工程科,58,0,11 臺南市
南臺科技大學,資訊工程系,34,0,11 臺南市
崑山科技大學,會計資訊系,6,0,11 臺南市
崑山科技大學,會計資訊系,2,0,11 臺南市
崑山科技大學,資訊傳播系,174,8,11 臺南市
崑山科技大學,資訊傳播系,36,0,11 臺南市
崑山科技大學,資訊管理系,21,0,11 臺南市
崑山科技大學,資訊管理系,247,15,11 臺南市
崑山科技大學,資訊管理系,28,0,11 臺南市
崑山科技大學,資訊管理系,143,0,11 臺南市
崑山科技大學,資訊管理系,27,0,11 臺南市
崑山科技大學,資訊工程系碩士班,15,0,11 臺南市
崑山科技大學,資訊工程系,337,14,11 臺南市
崑山科技大學,資訊工程系,21,0,11 臺南市
崑山科技大學,資訊工程系碩士在職專班,6,0,11 臺南市
崑山科技大學,資訊工程系,49,0,11 臺南市
嘉南藥理大學,資訊管理系,398,15,11 臺南市
嘉南藥理大學,資訊管理系,138,0,11 臺南市
嘉南藥理大學,資訊多媒體應用系,259,8,11 臺南市
嘉南藥理大學,資訊多媒體應用系,23,0,11 臺南市
嘉南藥理大學,應用空間資訊系,5,0,11 臺南市
嘉南藥理大學,應用空間資訊系,310,16,11 臺南市
嘉南藥理大學,應用空間資訊系,7,0,11 臺南市
樹德科技大學,資訊管理系,15,0,12 高雄市
樹德科技大學,資訊管理系,316,11,12 高雄市
樹德科技大學,資訊管理系,32,0,12 高雄市
樹德科技大學,資訊管理系,67,0,12 高雄市
樹德科技大學,資訊工程系,17,0,12 高雄市
樹德科技大學,資訊工程系,345,12,12 高雄市
樹德科技大學,資訊工程系資訊技術與管理數位學習碩士在職專班,36,0,12 高雄市
樹德科技大學,資訊工程系,81,1,12 高雄市
慈濟大學,醫學資訊學系,26,0,15 花蓮縣
慈濟大學,醫學資訊學系,166,10,15 花蓮縣
臺北醫學大學,醫學資訊研究所,33,0,30 臺北市
臺北醫學大學,醫學資訊研究所,25,14,30 臺北市
臺北醫學大學,醫學資訊研究所,32,0,30 臺北市
中山醫學大學,醫學資訊學系,14,0,19 臺中市
中山醫學大學,醫學資訊學系,153,8,19 臺中市
龍華科技大學,資訊管理系,20,0,03 桃園市
龍華科技大學,資訊管理系,409,19,03 桃園市
龍華科技大學,資訊管理系,1,0,03 桃園市
龍華科技大學,資訊管理系,19,0,03 桃園市
龍華科技大學,資訊管理系,192,0,03 桃園市
龍華科技大學,資訊網路工程系,15,0,03 桃園市
龍華科技大學,資訊網路工程系,584,14,03 桃園市
龍華科技大學,資訊網路工程系,233,0,03 桃園市
輔英科技大學,資訊科技與管理系,269,15,12 高雄市
輔英科技大學,資訊科技與管理系,80,0,12 高雄市
明新科技大學,資訊管理系,19,0,04 新竹縣
明新科技大學,資訊管理系,400,21,04 新竹縣
明新科技大學,資訊管理系,142,0,04 新竹縣
明新科技大學,資訊管理系,0,0,04 新竹縣
明新科技大學,資訊工程系,473,11,04 新竹縣
明新科技大學,資訊工程系,86,0,04 新竹縣
長榮大學,會計資訊學系,217,13,11 臺南市
長榮大學,資訊暨設計碩士學位學程,20,32,11 臺南市
長榮大學,資訊暨設計學院學士班,188,0,11 臺南市
長榮大學,資訊管理學系,120,0,11 臺南市
長榮大學,資訊工程學系,160,0,11 臺南市
弘光科技大學,資訊管理系,323,13,06 臺中市
弘光科技大學,資訊管理系,175,0,06 臺中市
弘光科技大學,資訊工程系智慧型輔助科技碩士班,2,0,06 臺中市
弘光科技大學,資訊工程系,301,9,06 臺中市
弘光科技大學,資訊工程系,141,0,06 臺中市
健行科技大學,資訊管理系,527,16,03 桃園市
健行科技大學,資訊管理系,9,0,03 桃園市
健行科技大學,資訊管理系,136,0,03 桃園市
健行科技大學,資訊管理系,59,0,03 桃園市
健行科技大學,資訊管理系,16,0,03 桃園市
健行科技大學,資訊工程系,42,0,03 桃園市
健行科技大學,資訊工程系,636,18,03 桃園市
健行科技大學,資訊工程系,107,0,03 桃園市
健行科技大學,土木工程系空間資訊與防災科技碩士班,22,0,03 桃園市
健行科技大學,應用空間資訊系,114,8,03 桃園市
正修科技大學,資訊管理系,21,0,12 高雄市
正修科技大學,資訊管理系,378,19,12 高雄市
正修科技大學,資訊管理系,13,0,12 高雄市
正修科技大學,資訊管理系,248,0,12 高雄市
正修科技大學,資訊管理系,73,0,12 高雄市
正修科技大學,資訊工程系,21,0,12 高雄市
正修科技大學,資訊工程系,557,14,12 高雄市
正修科技大學,資訊工程系,185,0,12 高雄市
正修科技大學,土木與空間資訊系營建工程碩士班,41,0,12 高雄市
正修科技大學,土木與空間資訊系,409,19,12 高雄市
正修科技大學,土木與空間資訊系_土木工程專班,31,0,12 高雄市
正修科技大學,土木與空間資訊系,225,0,12 高雄市
萬能科技大學,資訊管理系,20,0,03 桃園市
萬能科技大學,資訊管理系,261,13,03 桃園市
萬能科技大學,資訊管理系,12,0,03 桃園市
萬能科技大學,資訊管理系,1,0,03 桃園市
萬能科技大學,資訊管理系,55,0,03 桃園市
萬能科技大學,資訊工程系,208,13,03 桃園市
萬能科技大學,資訊工程系,74,1,03 桃園市
萬能科技大學,資訊工程系,34,0,03 桃園市
玄奘大學,資訊管理學系,4,0,18 新竹市
玄奘大學,資訊管理學系,47,4,18 新竹市
玄奘大學,資訊管理學系,2,0,18 新竹市
建國科技大學,資訊管理系,233,9,07 彰化縣
建國科技大學,資訊管理系,121,0,07 彰化縣
建國科技大學,資訊與網路通訊系,154,10,07 彰化縣
建國科技大學,資訊與網路通訊系,77,0,07 彰化縣
高苑科技大學,資訊傳播系,67,7,12 高雄市
高苑科技大學,資訊傳播系,45,0,12 高雄市
高苑科技大學,資訊管理系,63,7,12 高雄市
高苑科技大學,資訊管理系,58,0,12 高雄市
高苑科技大學,資訊科技應用系,10,0,12 高雄市
高苑科技大學,資訊科技應用系,161,10,12 高雄市
高苑科技大學,資訊科技應用系,28,0,12 高雄市
高苑科技大學,資訊科技應用系,16,0,12 高雄市
大仁科技大學,資訊應用與管理系,0,0,13 屏東縣
大仁科技大學,資訊應用與管理系,0,0,13 屏東縣
大仁科技大學,資訊工程與娛樂科技系,66,8,13 屏東縣
聖約翰科技大學,資訊管理系,64,7,01 新北市
聖約翰科技大學,資訊管理系,9,0,01 新北市
聖約翰科技大學,資訊工程系,25,0,01 新北市
聖約翰科技大學,資訊工程系,141,12,01 新北市
聖約翰科技大學,資訊工程系,36,0,01 新北市
聖約翰科技大學,醫護資訊學士學位學程,10,0,01 新北市
聖約翰科技大學,資訊與通訊系,19,0,01 新北市
聖約翰科技大學,資訊與通訊系,56,9,01 新北市
聖約翰科技大學,資訊與通訊系,35,0,01 新北市
聖約翰科技大學,電子資訊科,104,0,01 新北市
嶺東科技大學,會計資訊系碩士班,12,0,19 臺中市
嶺東科技大學,會計資訊系,285,14,19 臺中市
嶺東科技大學,財政系財稅與會計資訊碩士班,0,0,19 臺中市
嶺東科技大學,資訊管理系,424,17,19 臺中市
嶺東科技大學,資訊管理系,5,0,19 臺中市
嶺東科技大學,資訊科技系,9,0,19 臺中市
嶺東科技大學,資訊科技系,793,20,19 臺中市
嶺東科技大學,資訊科技系,1,0,19 臺中市
嶺東科技大學,資訊科技系,314,1,19 臺中市
嶺東科技大學,資訊管理系,18,0,19 臺中市
嶺東科技大學,資訊網路系,0,0,19 臺中市
嶺東科技大學,資訊網路系,0,0,19 臺中市
嶺東科技大學,資訊管理系,161,0,19 臺中市
中國科技大學,資訊管理系,413,16,30 臺北市
中國科技大學,資訊管理系,87,0,30 臺北市
中國科技大學,資訊工程系,118,10,30 臺北市
中國科技大學,資訊工程系資訊科技應用碩士在職專班,31,0,30 臺北市
中臺科技大學,資訊管理系,311,13,19 臺中市
中臺科技大學,資訊管理系,91,0,19 臺中市
亞洲大學,資訊傳播學系,19,0,06 臺中市
亞洲大學,資訊傳播學系,403,10,06 臺中市
亞洲大學,會計與資訊學系,18,0,06 臺中市
亞洲大學,會計與資訊學系,312,10,06 臺中市
亞洲大學,資訊工程學系,27,0,06 臺中市
亞洲大學,資訊工程學系,38,0,06 臺中市
亞洲大學,資訊工程學系,318,17,06 臺中市
亞洲大學,資訊工程學系,42,1,06 臺中市
亞洲大學,生物資訊與醫學工程學系,15,0,06 臺中市
亞洲大學,生物資訊與醫學工程學系,8,0,06 臺中市
亞洲大學,生物資訊與醫學工程學系,141,16,06 臺中市
亞洲大學,生物資訊與醫學工程學系,20,0,06 臺中市
開南大學,資訊傳播學系,174,6,03 桃園市
開南大學,資訊管理學系,14,0,03 桃園市
開南大學,資訊管理學系,169,14,03 桃園市
開南大學,資訊管理學系,43,0,03 桃園市
開南大學,資訊學院碩士班,3,0,03 桃園市
開南大學,資訊學院進修學士班,17,0,03 桃園市
開南大學,資訊學院碩士在職專班,34,0,03 桃園市
佛光大學,資訊應用學系,25,0,02 宜蘭縣
佛光大學,資訊應用學系,250,12,02 宜蘭縣
佛光大學,資訊應用學系,15,0,02 宜蘭縣
台南應用科技大學,會計資訊系,88,7,11 臺南市
台南應用科技大學,資訊管理系,343,12,11 臺南市
台南應用科技大學,資訊管理系,70,0,11 臺南市
台南應用科技大學,資訊管理系,22,0,11 臺南市
遠東科技大學,資訊工程系,232,10,11 臺南市
遠東科技大學,資訊管理系,41,6,11 臺南市
元培醫事科技大學,資訊管理系,154,9,18 新竹市
元培醫事科技大學,資訊管理系,217,0,18 新竹市
元培醫事科技大學,資訊管理系數位創新管理碩士班,23,0,18 新竹市
景文科技大學,資訊工程系,141,9,01 新北市
景文科技大學,資訊工程系,14,0,01 新北市
中華醫事科技大學,數位設計與資訊管理系,118,10,11 臺南市
中華醫事科技大學,數位設計與資訊管理系,7,0,11 臺南市
中華醫事科技大學,資訊管理系_國際學生產學合作專班,172,0,11 臺南市
東南科技大學,資訊科技系,198,9,01 新北市
東南科技大學,資訊管理系,24,7,01 新北市
東南科技大學,資訊管理系,3,0,01 新北市
東南科技大學,資訊管理系,1,0,01 新北市
德明財經科技大學,會計資訊系,479,13,30 臺北市
德明財經科技大學,資訊科技系,344,11,30 臺北市
德明財經科技大學,資訊管理系,528,17,30 臺北市
德明財經科技大學,資訊管理系,23,0,30 臺北市
德明財經科技大學,資訊管理系,30,0,30 臺北市
德明財經科技大學,資訊管理系,1,0,30 臺北市
明道大學,資訊傳播學系,2,0,07 彰化縣
明道大學,資訊傳播學系,57,5,07 彰化縣
明道大學,資訊傳播學系,1,0,07 彰化縣
南開科技大學,資訊管理系,51,5,08 南投縣
南開科技大學,資訊管理系,4,0,08 南投縣
南開科技大學,電機與資訊技術系,192,9,08 南投縣
南開科技大學,電機與資訊技術系,0,0,08 南投縣
南開科技大學,電機與資訊技術科,263,0,08 南投縣
南開科技大學,電機與資訊技術系,80,0,08 南投縣
中華科技大學,資訊管理系,134,9,30 臺北市
中華科技大學,資訊管理系,53,0,30 臺北市
中華科技大學,資訊管理系,34,0,30 臺北市
中華科技大學,資訊工程系,6,0,30 臺北市
僑光科技大學,資訊科技系,399,19,19 臺中市
僑光科技大學,資訊科技系,450,0,19 臺中市
育達科技大學,財務資訊與金融系,0,0,05 苗栗縣
育達科技大學,資訊管理系,54,0,05 苗栗縣
育達科技大學,資訊管理系,154,9,05 苗栗縣
育達科技大學,資訊管理系,71,0,05 苗栗縣
育達科技大學,資訊管理系,285,1,05 苗栗縣
美和科技大學,資訊管理系,135,10,13 屏東縣
美和科技大學,資訊管理系,38,0,13 屏東縣
美和科技大學,資訊科技系,136,7,13 屏東縣
美和科技大學,資訊科技系,27,0,13 屏東縣
吳鳳科技大學,資訊管理系,0,2,10 嘉義縣
吳鳳科技大學,資訊管理系,1,0,10 嘉義縣
吳鳳科技大學,資訊管理系,0,1,10 嘉義縣
吳鳳科技大學,資訊管理系,0,0,10 嘉義縣
吳鳳科技大學,資訊工程系,45,2,10 嘉義縣
環球科技大學,資訊與電子商務管理系,124,11,09 雲林縣
環球科技大學,資訊與電子商務管理系,36,0,09 雲林縣
環球科技大學,資訊管理科,7,0,09 雲林縣
台灣首府大學,休閒資訊管理學系,75,6,11 臺南市
台灣首府大學,休閒資訊管理學系,55,0,11 臺南市
台灣首府大學,資訊與多媒體設計學系,71,4,11 臺南市
台灣首府大學,資訊與多媒體設計學系,0,0,11 臺南市
中州科技大學,資訊管理系,71,7,07 彰化縣
中州科技大學,資訊管理系,62,0,07 彰化縣
中州科技大學,資訊管理系,86,0,07 彰化縣
修平科技大學,資訊網路技術系,155,8,06 臺中市
修平科技大學,資訊管理系,183,10,06 臺中市
修平科技大學,資訊管理系,124,0,06 臺中市
臺北城市科技大學,資訊管理系電子商務碩士班,18,0,30 臺北市
臺北城市科技大學,資訊管理系,210,14,30 臺北市
臺北城市科技大學,資訊工程系_資訊應用產業碩士專班,9,0,30 臺北市
臺北城市科技大學,資訊工程系,371,22,30 臺北市
臺北城市科技大學,資訊工程科,234,0,30 臺北市
大華科技大學,資訊管理系,25,8,04 新竹縣
大華科技大學,資訊管理系,19,0,04 新竹縣
大華科技大學,資訊管理科,80,0,04 新竹縣
大華科技大學,資訊管理系,1,0,04 新竹縣
大華科技大學,資訊管理系,76,0,04 新竹縣
大華科技大學,資訊管理科,0,0,04 新竹縣
醒吾科技大學,資訊傳播系,327,12,01 新北市
醒吾科技大學,資訊傳播系,31,0,01 新北市
醒吾科技大學,資訊管理系,183,9,01 新北市
醒吾科技大學,資訊管理系,68,0,01 新北市
醒吾科技大學,資訊科技應用系,18,0,01 新北市
醒吾科技大學,資訊科技應用系,286,12,01 新北市
醒吾科技大學,資訊科技應用系,45,0,01 新北市
華夏科技大學,資訊管理系,158,13,01 新北市
華夏科技大學,資訊管理系,38,0,01 新北市
華夏科技大學,資訊管理科,170,0,01 新北市
華夏科技大學,資訊管理系,27,0,01 新北市
華夏科技大學,資訊管理系,80,1,01 新北市
華夏科技大學,資訊管理系,72,0,01 新北市
華夏科技大學,資訊管理科,20,0,01 新北市
華夏科技大學,資訊工程系,140,8,01 新北市
華夏科技大學,資訊工程系,62,0,01 新北市
慈濟科技大學,資訊科技與管理系,211,12,15 花蓮縣
致理科技大學,會計資訊系,648,23,01 新北市
致理科技大學,會計資訊系,2,0,01 新北市
致理科技大學,會計資訊科,251,0,01 新北市
致理科技大學,會計資訊系,154,0,01 新北市
致理科技大學,資訊管理系_雙軌訓練旗艦計畫,0,0,01 新北市
致理科技大學,資訊管理系,203,0,01 新北市
致理科技大學,資訊管理系,647,18,01 新北市
康寧大學,資訊傳播學系,3,0,30 臺北市
康寧大學,資訊傳播學系,18,0,30 臺北市
康寧大學,資訊傳播學系,3,0,30 臺北市
康寧大學,資訊傳播學系,1,0,30 臺北市
康寧大學,資訊管理科,309,7,30 臺北市
宏國德霖科技大學,資訊工程系,196,14,01 新北市
宏國德霖科技大學,資訊工程科,154,0,01 新北市
宏國德霖科技大學,資訊工程系,97,0,01 新北市
宏國德霖科技大學,資訊工程系,64,0,01 新北市
宏國德霖科技大學,資訊工程科,0,0,01 新北市
台北海洋科技大學,資訊科技與行動通訊系,0,0,01 新北市
和春技術學院,資訊管理系,9,7,12 高雄市
和春技術學院,資訊管理系,18,0,12 高雄市
和春技術學院,資訊管理科,32,0,12 高雄市
和春技術學院,資訊管理系,30,0,12 高雄市
和春技術學院,資訊管理系,58,0,12 高雄市
和春技術學院,資訊管理科,41,0,12 高雄市
和春技術學院,資訊工程系,3,1,12 高雄市
和春技術學院,資訊工程科,4,0,12 高雄市
和春技術學院,資訊工程系,2,0,12 高雄市
亞東技術學院,資訊管理系,330,10,01 新北市
南亞技術學院,資訊管理系,17,1,03 桃園市
南亞技術學院,資訊管理系,11,0,03 桃園市
南亞技術學院,資訊工程系,119,8,03 桃園市
南亞技術學院,資訊工程系,3,0,03 桃園市
蘭陽技術學院,資訊管理(學)系,0,1,02 宜蘭縣
蘭陽技術學院,資訊管理科,0,0,02 宜蘭縣
黎明技術學院,資訊管理系,21,1,01 新北市
黎明技術學院,資訊管理系,16,0,01 新北市
黎明技術學院,資訊科技系,133,7,01 新北市
經國管理暨健康學院,醫護資訊應用系,94,7,17 基隆市
樹人醫護管理專科學校,資訊管理科,229,7,12 高雄市
聖母醫護管理專科學校,資訊管理科,22,0,02 宜蘭縣
聖母醫護管理專科學校,資訊管理科,71,5,02 宜蘭縣
聖母醫護管理專科學校,資訊管理科,18,0,02 宜蘭縣
臺北市立大學,資訊科學系,46,0,30 臺北市
臺北市立大學,資訊科學系,162,10,30 臺北市
臺北市立大學,資訊科學系,58,0,30 臺北市
國立政治大學,圖書資訊與檔案學研究所,13,0,30 臺北市
國立政治大學,圖書資訊與檔案學研究所,60,6,30 臺北市
國立政治大學,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,55,1,30 臺北市
國立政治大學,資訊管理學系,53,0,30 臺北市
國立政治大學,資訊管理學系,91,0,30 臺北市
國立政治大學,資訊管理學系,337,22,30 臺北市
國立政治大學,資訊科學系,8,0,30 臺北市
國立政治大學,資訊科學系,125,0,30 臺北市
國立政治大學,資訊科學系,220,20,30 臺北市
國立政治大學,資訊科學系,98,1,30 臺北市
國立清華大學,生物資訊與結構生物研究所,46,0,18 新竹市
國立清華大學,生物資訊與結構生物研究所,59,8,18 新竹市
國立清華大學,資訊工程學系,57,0,18 新竹市
國立清華大學,資訊工程學系,393,0,18 新竹市
國立清華大學,資訊工程學系,584,41,18 新竹市
國立清華大學,資訊安全研究所,25,0,18 新竹市
國立清華大學,資訊系統與應用研究所,26,0,18 新竹市
國立清華大學,資訊系統與應用研究所,141,0,18 新竹市
國立清華大學,電機資訊學院學士班,175,0,18 新竹市
國立臺灣大學,圖書資訊學系,20,0,30 臺北市
國立臺灣大學,圖書資訊學系,54,0,30 臺北市
國立臺灣大學,圖書資訊學系,203,12,30 臺北市
國立臺灣大學,生物資訊學國際研究生博士學位學程,7,0,30 臺北市
